DAUID,Pop2016,Density,AgeTot,0_14%,15_64%,65over%,AvgHouseSize,OffLangTot,OffLangNo,OffLangNo%,LangTot,LangChinese,LangChi%,AvgDwellVal,AvgRent
24660291,400,13029.3,400,17.5,66.3,16.3,2,400,15,3.75,380,0,0.00,0,633
24660292,674,14340.4,670,20.1,67.2,14.2,1.9,675,15,2.22,660,0,0.00,0,739
24660293,589,9424,590,4.2,45.8,50,1.7,585,5,0.85,535,0,0.00,266651,849
24660294,420,7266.4,420,15.5,56,28.6,2.3,420,10,2.38,410,0,0.00,311400,746
24660295,601,10256,605,15.7,63.6,19.8,2.4,600,20,3.33,620,15,2.42,287179,773
24660296,738,10027.2,735,21.1,63.9,15,2.7,740,20,2.70,700,0,0.00,456771,927
24660297,401,8167,405,19.8,61.7,18.5,2.9,400,5,1.25,445,0,0.00,375377,931
24660298,272,6766.2,275,16.4,67.3,16.4,2.9,275,5,1.82,280,0,0.00,368279,0
24660299,773,8714.8,770,6.5,51.3,42.9,1.7,775,5,0.65,775,10,1.29,251832,873
24660300,599,4604.2,600,11.7,62.5,25.8,2,595,15,2.52,595,20,3.36,268248,822
24660301,1517,1470.5,1520,14.5,64.1,21.4,2.3,1520,10,0.66,1480,55,3.72,407446,789
24660302,927,1865.2,930,17.7,71,11.3,2.5,930,15,1.61,900,45,5.00,450779,670
24660303,604,3634.2,605,23.1,61.2,15.7,2.6,605,25,4.13,590,10,1.69,667786,816
24660304,438,7336.7,440,20.5,59.1,19.3,2.4,430,20,4.65,420,0,0.00,745847,849
24660305,449,14721.3,450,23.3,57.8,17.8,2.5,440,20,4.55,405,0,0.00,690255,912
24660306,608,14441.8,605,24,58.7,18.2,2.4,605,20,3.31,730,0,0.00,675674,846
24660307,542,13449.1,540,24.1,59.3,16.7,2.5,545,20,3.67,490,35,7.14,654204,850
24660308,386,11556.9,385,15.6,62.3,23.4,2.5,385,15,3.90,370,0,0.00,620384,842
24660309,473,7460.6,475,14.7,61.1,22.1,2.8,475,10,2.11,495,0,0.00,350708,0
24660310,581,14345.7,580,25.9,61.2,12.9,2.8,580,15,2.59,635,0,0.00,461417,947
24660311,907,13577.8,910,23.6,62.1,13.7,2.6,910,35,3.85,845,0,0.00,565284,817
24660312,534,11893.1,535,21.5,57.9,22.4,2.5,535,15,2.80,490,0,0.00,596978,800
24660313,751,4276.8,750,19.3,63.3,18,2.4,750,25,3.33,760,15,1.97,310825,855
24660314,487,1611,485,17.5,67,16.5,3,480,10,2.08,530,15,2.83,403542,891
24660315,398,4853.7,395,16.5,60.8,24.1,2.8,395,20,5.06,395,0,0.00,519853,860
24660316,568,10881.2,570,17.5,62.3,20.2,2.3,565,15,2.65,570,0,0.00,881151,877
24660319,437,15719.4,435,24.1,59.8,17.2,2.6,435,15,3.45,500,25,5.00,760002,834
24660320,574,17446.8,570,28.1,59.6,14,2.9,575,25,4.35,505,0,0.00,590624,981
24660321,750,14506.8,750,20.7,60,18.7,2.5,750,35,4.67,730,25,3.42,457977,764
24660322,653,15473.9,655,22.9,62.6,13.7,2.5,655,25,3.82,720,0,0.00,793310,847
24660323,643,9120.6,645,18.6,59.7,20.9,2.3,645,35,5.43,655,35,5.34,727914,801
24660324,579,14019.4,580,25.9,61.2,12.9,2.6,575,35,6.09,520,0,0.00,655967,873
24660325,541,18655.2,540,28.7,61.1,10.2,2.9,540,5,0.93,525,0,0.00,845388,979
24660326,374,13955.2,375,24,56,20,2.6,375,10,2.67,370,0,0.00,734352,850
24660327,593,14862.2,590,24.6,59.3,16.9,2.5,590,20,3.39,605,0,0.00,649583,856
24660328,675,15553,675,24.4,58.5,17,2.7,665,25,3.76,675,0,0.00,707387,923
24660329,502,20916.7,500,26,60,15,2.9,500,40,8.00,535,50,9.35,430464,841
24660330,599,15639.7,600,25,63.3,11.7,2.6,595,30,5.04,620,0,0.00,352102,735
24660331,522,23619.9,520,24,67.3,10.6,2.1,520,20,3.85,530,0,0.00,0,664
24660332,491,12557.5,495,25.3,64.6,10.1,2.3,490,30,6.12,475,0,0.00,0,724
24660333,474,26931.8,475,23.2,64.2,12.6,2.4,475,25,5.26,550,0,0.00,0,747
24660334,641,17231.2,645,25.6,62.8,10.9,3.1,640,40,6.25,750,20,2.67,364892,740
24660335,668,6886.6,670,20.9,70.9,8.2,2.5,660,35,5.30,555,30,5.41,325712,698
24660336,563,24911.5,565,25.7,68.1,5.3,2.6,565,30,5.31,500,30,6.00,0,676
24660337,630,1429.9,630,21.4,65.1,12.7,2.7,630,20,3.17,615,10,1.63,356686,730
24660338,844,26879,840,26.2,66.1,8.3,2.8,840,30,3.57,845,10,1.18,350414,715
24660339,583,24393.3,580,27.6,63.8,8.6,2.8,585,30,5.13,565,0,0.00,357899,754
24660340,255,5519.5,255,11.8,60.8,27.5,2.8,255,30,11.76,230,20,8.70,305254,0
24660341,397,20785.3,395,25.3,67.1,8.9,2.5,395,15,3.80,380,0,0.00,0,711
24660342,578,15496,580,18.1,62.1,19.8,2.3,580,45,7.76,585,20,3.42,358932,659
24660343,528,7521.4,530,19.8,66,15.1,2.8,525,35,6.67,520,35,6.73,313089,774
24660344,482,21048,480,21.9,62.5,15.6,2.7,480,40,8.33,505,50,9.90,436335,739
24660345,664,17427.8,660,26.5,64.4,9.8,3.1,660,45,6.82,710,55,7.75,370771,771
24660346,755,17276.9,755,22.5,66.9,10.6,2.9,755,40,5.30,720,20,2.78,309270,752
24660347,484,14938.3,480,19.8,65.6,15.6,2.5,480,40,8.33,425,40,9.41,301547,738
24660348,318,4517,320,14.1,76.6,9.4,2.4,320,10,3.13,275,0,0.00,206789,675
24660349,482,10616.7,480,13.5,59.4,28.1,2.3,480,55,11.46,480,25,5.21,312046,614
24660350,597,29850,600,24.2,65,10,2.5,595,40,6.72,690,15,2.17,490057,643
24660351,526,26300,525,25.7,64.8,10.5,3.1,525,30,5.71,550,10,1.82,291137,770
24660352,525,26515.2,525,22.9,64.8,12.4,3,525,35,6.67,475,50,10.53,325087,678
24660353,535,504,540,18.5,64.8,15.7,2.4,535,30,5.61,490,25,5.10,496307,561
24660354,658,21788.1,660,17.4,65.2,15.9,2.9,655,55,8.40,685,65,9.49,460335,817
24660355,533,5610.5,535,20.6,62.6,16.8,2.9,535,60,11.21,585,65,11.11,355877,847
24660356,451,10344,450,20,65.6,15.6,2.4,455,30,6.59,400,0,0.00,282981,709
24660357,467,10936.8,465,12.9,74.2,12.9,2.3,470,20,4.26,465,15,3.23,256178,718
24660358,596,4829.8,595,18.5,68.9,12.6,2.6,595,40,6.72,565,25,4.42,315378,783
24660359,626,5068.8,625,12.8,52.8,34.4,2.2,465,35,7.53,455,10,2.20,312663,766
24660360,464,9188.1,460,20.7,72.8,8.7,2.4,460,45,9.78,475,25,5.26,438826,705
24660361,550,8871,550,16.4,70.9,12.7,2.2,550,35,6.36,480,30,6.25,345671,720
24660362,651,5838.6,650,18.5,70.8,10.8,2.5,650,40,6.15,645,30,4.65,333867,704
24660363,704,21333.3,705,22,67.4,11.3,2.8,705,55,7.80,770,10,1.30,361313,698
24660364,768,5171.7,770,20.8,70.1,9.1,2.3,770,40,5.19,825,25,3.03,232823,634
24660365,578,12324.1,580,18.1,70.7,12.1,2.3,580,30,5.17,520,60,11.54,400453,633
24660366,547,5486.5,545,17.4,67,15.6,2.5,535,35,6.54,530,90,16.98,257422,775
24660367,824,12082.1,825,22.4,67.9,9.1,2.7,825,60,7.27,765,55,7.19,312529,723
24660368,747,13387.1,745,25.5,63.1,11.4,2.9,745,50,6.71,725,80,11.03,378730,810
24660369,575,19425.7,575,25.2,65.2,9.6,2.7,575,30,5.22,555,0,0.00,0,762
24660370,589,26294.6,585,37.6,60.7,2.6,3.7,590,25,4.24,540,0,0.00,0,609
24660371,543,15693.6,540,25,69.4,6.5,2.6,540,30,5.56,545,45,8.26,289808,701
24660372,735,12250,735,25.2,66,8.8,2.6,735,40,5.44,715,0,0.00,325658,624
24660373,685,13591.3,685,40.1,57.7,3.6,3.4,685,30,4.38,700,0,0.00,0,580
24660374,496,15451.7,495,30.3,57.6,13.1,2.8,495,30,6.06,445,15,3.37,654346,848
24660375,493,17118.1,490,20.4,66.3,14.3,2.6,495,25,5.05,505,0,0.00,537959,825
24660376,293,10732.6,290,20.7,60.3,19,2.5,290,10,3.45,315,15,4.76,608027,733
24660377,321,16050,320,23.4,64.1,14.1,2.8,320,10,3.13,330,0,0.00,0,844
24660378,299,16162.2,300,23.3,56.7,20,2.5,300,10,3.33,280,0,0.00,664849,787
24660379,465,13517.4,465,25.8,59.1,14,2.7,465,15,3.23,445,0,0.00,562487,827
24660380,368,14898.8,370,23,62.2,14.9,2.6,370,10,2.70,405,0,0.00,0,821
24660381,1125,14686.7,1125,27.6,65.8,6.7,3.1,1125,30,2.67,1080,0,0.00,482042,764
24660382,494,10102.2,490,20.4,60.2,20.4,2.5,495,35,7.07,545,0,0.00,590937,827
24660383,573,9879.3,575,19.1,60.9,20,2.7,570,35,6.14,565,0,0.00,543457,971
24660384,532,10290.1,530,17.9,54.7,27.4,2.4,535,20,3.74,510,10,1.96,549713,771
24660385,666,4564.8,665,20.3,61.7,18,2.5,665,35,5.26,685,0,0.00,592740,779
24660386,523,6117,520,21.2,56.7,23.1,2.8,520,10,1.92,470,0,0.00,556062,1036
24660387,408,3554,405,12.3,66.7,22.2,2.7,410,0,0.00,420,0,0.00,516501,0
24660388,461,7447.5,460,17.4,60.9,21.7,2.7,455,15,3.30,515,0,0.00,497972,798
24660389,713,3721.3,710,26.1,64.1,9.9,2.6,710,30,4.23,650,0,0.00,0,725
24660390,408,9086.9,410,13.4,58.5,26.8,2.2,410,15,3.66,450,0,0.00,561558,831
24660391,367,9632.5,365,16.4,64.4,19.2,2.4,365,20,5.48,440,0,0.00,549114,843
24660392,450,5027.9,450,14.4,61.1,24.4,2.6,450,25,5.56,435,0,0.00,532533,946
24660393,639,9076.7,640,18.8,59.4,21.9,2.5,640,30,4.69,595,10,1.68,490608,842
24660394,587,4090.6,590,20.3,61,17.8,2.9,585,45,7.69,635,25,3.94,578437,899
24660395,550,10242.1,550,17.3,63.6,19.1,2.5,550,30,5.45,570,0,0.00,573746,854
24660396,467,10130.2,470,14.9,58.5,25.5,2.4,465,30,6.45,465,15,3.23,573068,693
24660397,638,11880.8,635,18.9,61.4,20.5,2.5,640,25,3.91,615,0,0.00,557036,786
24660398,1035,3646.9,1035,8.7,43,48.8,1.9,1035,50,4.83,820,0,0.00,444734,1235
24660399,436,3414.3,440,18.2,62.5,19.3,3,435,10,2.30,460,0,0.00,418148,0
24660400,566,2100.2,560,13.4,61.6,25,2.8,565,10,1.77,500,0,0.00,517423,0
24660401,528,3324.9,525,10.5,66.7,23.8,3,530,10,1.89,545,0,0.00,652367,0
24660402,760,12199,760,27,60.5,12.5,2.5,760,25,3.29,735,0,0.00,615059,745
24660403,351,3108.9,355,19.7,59.2,19.7,2.4,355,15,4.23,370,25,6.76,725166,783
24660404,424,5442.9,425,12.9,63.5,23.5,2.7,425,25,5.88,455,30,6.59,633997,983
24660405,583,15799.5,580,25.9,57.8,17.2,2.4,585,30,5.13,520,0,0.00,757296,792
24660406,414,10615.4,415,21.7,62.7,15.7,2.5,415,20,4.82,390,0,0.00,745771,870
24660407,449,13565,450,17.8,63.3,17.8,2.6,450,20,4.44,485,0,0.00,566641,815
24660408,527,18621.9,525,21.9,63.8,16.2,2.6,525,35,6.67,510,10,1.96,380341,760
24660409,503,22556.1,505,19.8,71.3,6.9,2.3,505,35,6.93,505,15,2.97,0,692
24660410,464,6211.5,465,21.5,64.5,14,2.6,465,45,9.68,475,20,4.21,276082,654
24660411,479,21674.2,480,24,68.8,6.3,2.9,480,35,7.29,425,20,4.71,0,720
24660412,728,1516.7,730,20.5,67.1,12.3,2.4,730,50,6.85,720,25,3.47,353635,709
24660413,766,7629.5,765,9.8,45.1,45.1,1.9,565,40,7.08,530,45,8.49,350275,644
24660414,571,13892.9,570,15.8,69.3,14.9,2.3,570,30,5.26,520,40,7.69,366832,705
24660415,661,7452.1,660,23.5,64.4,12.1,2.9,665,30,4.51,645,70,10.85,371252,688
24660416,419,8088.8,415,19.3,65.1,16.9,2.4,420,30,7.14,410,0,0.00,356970,745
24660417,414,8397.6,415,12,67.5,20.5,2.2,405,20,4.94,395,0,0.00,519672,814
24660418,263,7408.5,260,13.5,75,11.5,2,260,15,5.77,210,25,11.90,408653,531
24660419,439,4079.9,440,14.8,62.5,22.7,2.4,435,10,2.30,410,0,0.00,423383,714
24660420,492,17323.9,495,21.2,70.7,8.1,2.3,495,10,2.02,510,20,3.92,0,754
24660421,610,16531.2,610,15.6,71.3,13.9,2,610,20,3.28,540,40,7.41,355756,697
24660422,541,15726.7,540,18.5,71.3,11.1,2.3,530,25,4.72,510,20,3.92,439535,745
24660423,458,23730.6,460,19.6,67.4,13,2.6,455,30,6.59,395,0,0.00,640989,837
24660424,464,15945,465,20.4,65.6,14,2.4,465,20,4.30,500,0,0.00,433476,907
24660425,565,18770.8,565,15,72.6,13.3,2.3,565,35,6.19,545,30,5.50,439686,769
24660426,506,17269.6,505,17.8,72.3,9.9,2.3,505,25,4.95,500,15,3.00,523019,803
24660427,494,17706.1,495,17.2,73.7,9.1,2.1,495,20,4.04,485,0,0.00,493957,814
24660428,761,27773.7,760,21.1,69.1,9.9,2.2,760,30,3.95,715,0,0.00,362181,807
24660429,606,23579.8,605,16.5,71.9,11.6,2.2,605,20,3.31,600,10,1.67,419597,785
24660430,444,16882.1,440,21.6,69.3,10.2,2.3,445,5,1.12,480,10,2.08,389665,603
24660431,496,14984.9,495,18.2,71.7,10.1,2.1,495,5,1.01,450,0,0.00,668384,698
24660432,620,10350.6,620,12.1,74.2,12.9,1.9,620,10,1.61,605,0,0.00,452619,718
24660433,666,17389,670,10.4,83.6,6,1.7,665,5,0.75,615,0,0.00,392394,713
24660434,633,16356.6,630,11.9,67.5,21.4,1.8,625,15,2.40,650,10,1.54,432303,761
24660435,558,15329.7,555,17.1,73.9,9.9,2.1,550,15,2.73,560,20,3.57,354911,816
24660436,468,10709.4,470,9.6,68.1,22.3,1.7,470,10,2.13,440,10,2.27,439651,675
24660437,346,22179.5,350,14.3,74.3,10,2.2,345,15,4.35,350,15,4.29,313229,739
24660438,410,25625,410,8.5,85.4,4.9,1.5,410,10,2.44,435,10,2.30,253869,827
24660439,342,20000,345,8.7,88.4,2.9,1.8,340,0,0.00,385,0,0.00,556348,945
24660440,290,14646.5,290,12.1,84.5,1.7,2,290,0,0.00,295,0,0.00,486301,886
24660441,298,18742.1,300,13.3,76.7,8.3,1.9,300,10,3.33,320,15,4.69,453182,861
24660442,581,16552.7,585,17.1,75.2,7.7,2,580,10,1.72,555,0,0.00,550447,797
24660443,519,15920.2,515,13.6,80.6,5.8,1.8,515,10,1.94,535,0,0.00,418430,878
24660444,507,14444.4,505,13.9,73.3,11.9,1.9,510,20,3.92,475,0,0.00,505316,803
24660445,657,16717.6,655,14.5,74.8,9.9,1.9,655,15,2.29,660,10,1.52,580430,821
24660446,317,17611.1,315,12.7,74.6,12.7,1.9,315,15,4.76,370,0,0.00,545365,838
24660447,399,17577.1,400,16.3,76.3,6.3,2.2,395,5,1.27,380,0,0.00,503803,893
24660448,435,22538.9,435,8,87.4,4.6,1.8,410,5,1.22,410,0,0.00,0,896
24660449,366,20333.3,365,11,82.2,8.2,1.8,365,0,0.00,335,0,0.00,510210,764
24660450,552,15549.3,555,14.4,77.5,8.1,2,550,5,0.91,530,0,0.00,398970,815
24660451,619,14132.4,620,9.7,79.8,11.3,1.9,615,10,1.63,650,10,1.54,431761,800
24660452,466,13869,465,14,76.3,10.8,1.9,470,0,0.00,465,10,2.15,479108,689
24660453,657,8690.5,655,14.5,77.1,9.2,1.9,660,0,0.00,675,0,0.00,368335,891
24660454,475,13194.4,475,9.5,80,10.5,1.8,475,5,1.05,505,0,0.00,419724,865
24660455,383,11069.4,385,10.4,77.9,11.7,1.8,385,5,1.30,335,0,0.00,429687,769
24660456,780,15204.7,780,16.7,72.4,11.5,1.9,780,15,1.92,690,0,0.00,389063,597
24660457,520,13793.1,520,14.4,78.8,6.7,1.8,520,15,2.88,540,25,4.63,413560,718
24660458,659,4152.5,660,16.7,70.5,12.9,2,655,30,4.58,690,80,11.59,390015,810
24660459,699,17007.3,700,10,75.7,14.3,1.7,700,10,1.43,590,0,0.00,390721,593
24660460,696,18172.3,695,15.1,76.3,8.6,1.9,695,0,0.00,710,0,0.00,428088,774
24660461,601,15100.5,600,14.2,77.5,9.2,2,600,5,0.83,590,0,0.00,471072,774
24660462,550,15151.5,550,14.5,78.2,7.3,2.1,550,0,0.00,575,0,0.00,515266,882
24660463,676,19042.3,675,11.1,80.7,7.4,2,675,5,0.74,665,0,0.00,448328,902
24660464,617,15386.5,615,11.4,78,11.4,2,615,10,1.63,610,0,0.00,487640,884
24660465,535,13896.1,535,15.9,74.8,9.3,2.1,535,0,0.00,520,0,0.00,579170,933
24660466,472,14131.7,470,14.9,77.7,8.5,1.9,470,5,1.06,460,0,0.00,355528,918
24660467,420,11898,420,15.5,71.4,11.9,2.2,420,15,3.57,395,0,0.00,408037,893
24660468,671,16944.4,670,16.4,78.4,6,2.1,670,5,0.75,710,0,0.00,541175,844
24660469,501,12219.5,500,13,79,8,1.9,505,10,1.98,515,10,1.94,379519,857
24660470,652,17717.4,650,13.8,80,6.9,2,650,10,1.54,695,0,0.00,455865,884
24660471,559,14788.4,560,12.5,76.8,10.7,2.1,560,5,0.89,645,15,2.33,443094,963
24660472,629,17818.7,630,15.9,76.2,7.9,2,630,5,0.79,630,0,0.00,525692,861
24660473,657,18000,655,10.7,71,18.3,1.7,655,20,3.05,670,0,0.00,397660,696
24660474,638,15870.6,640,15.6,77.3,7,2.1,635,10,1.57,655,0,0.00,540530,907
24660475,499,12894.1,500,13,74,13,2,500,15,3.00,500,0,0.00,401329,833
24660476,584,17076,585,12,58.1,29.9,2,470,20,4.26,480,10,2.08,506969,826
24660478,732,4474.3,730,12.3,72.6,15.1,2.2,720,25,3.47,755,0,0.00,420253,851
24660479,668,1370.5,670,17.2,64.9,17.9,2.2,670,25,3.73,755,0,0.00,481305,764
24660480,465,5733.7,465,18.3,67.7,12.9,2.3,465,35,7.53,455,15,3.30,424488,812
24660481,419,12109.8,420,17.9,67.9,14.3,2.3,420,25,5.95,520,0,0.00,426688,673
24660482,541,16749.2,540,22.2,63,15.7,2.4,545,35,6.42,475,40,8.42,487149,826
24660483,462,5110.6,460,17.4,64.1,18.5,2.5,460,40,8.70,470,15,3.19,508708,731
24660484,686,10803.1,685,21.2,65.7,13.1,2.5,685,30,4.38,700,15,2.14,405164,735
24660485,442,5224.6,440,14.8,64.8,20.5,2.7,445,25,5.62,440,0,0.00,456977,832
24660486,941,1819.8,940,13.3,75,12.2,2.3,940,50,5.32,895,0,0.00,330153,856
24660487,567,15706.4,570,16.7,63.2,19.3,2.5,565,40,7.08,580,0,0.00,424335,745
24660488,702,12904.4,705,21.3,64.5,13.5,2.5,700,55,7.86,705,25,3.55,492109,759
24660489,542,8249.6,540,11.1,72.2,15.7,2.1,545,25,4.59,555,10,1.80,466487,676
24660490,567,8603.9,565,15,69.9,15.9,2.2,565,30,5.31,505,25,4.95,500337,761
24660491,732,1351.6,730,9.6,57.5,33.6,1.8,590,30,5.08,550,0,0.00,375412,706
24660492,663,13313.3,665,15,72.9,11.3,2.2,660,20,3.03,605,25,4.13,370880,761
24660493,505,13219.9,505,14.9,75.2,9.9,2,505,15,2.97,540,0,0.00,392651,802
24660494,613,11926.1,610,18,69.7,12.3,2.1,610,15,2.46,640,0,0.00,367927,731
24660495,383,9387.3,385,14.3,67.5,19.5,2.1,380,10,2.63,320,0,0.00,404705,779
24660496,1052,11422.4,1055,15.2,71.6,12.8,2,1025,15,1.46,1085,30,2.76,554293,796
24660497,557,14505.2,555,14.4,74.8,10.8,1.8,555,10,1.80,570,10,1.75,379022,722
24660498,680,10225.6,680,17.6,70.6,11.8,2.1,680,10,1.47,625,10,1.60,423714,739
24660499,539,9676.8,535,18.7,68.2,14,2.1,540,15,2.78,525,15,2.86,425276,689
24660500,845,3362.5,845,13.6,72.2,14.2,1.9,850,15,1.76,855,20,2.34,332208,688
24660501,706,7888.3,705,15.6,66.7,17.7,2.1,705,5,0.71,655,20,3.05,478566,830
24660502,925,13405.8,925,15.1,75.1,9.7,1.9,925,30,3.24,845,40,4.73,336828,690
24660503,506,7376.1,510,14.7,65.7,18.6,1.9,505,0,0.00,585,15,2.56,526901,827
24660504,511,5407.4,510,12.7,69.6,17.6,1.9,510,10,1.96,520,0,0.00,518953,881
24660505,497,9900.4,495,5.1,84.8,11.1,1.4,495,10,2.02,485,0,0.00,722190,577
24660506,688,8935.1,685,17.5,70.8,12.4,2,690,5,0.72,650,25,3.85,417990,800
24660507,463,10570.8,460,16.3,72.8,13,1.8,460,5,1.09,495,15,3.03,611794,714
24660508,539,6919.1,540,25.9,65.7,9.3,2.8,535,15,2.80,575,0,0.00,573434,677
24660509,505,8828.7,505,18.8,65.3,16.8,2.1,505,5,0.99,445,10,2.25,471191,771
24660510,448,1306.9,450,14.4,74.4,11.1,1.8,450,15,3.33,420,0,0.00,0,634
24660511,412,4287.2,410,15.9,63.4,20.7,2,410,5,1.22,380,0,0.00,527935,776
24660512,1082,13997.4,1085,28.1,67.3,4.1,2.4,1075,20,1.86,1175,0,0.00,0,744
24660513,884,10449.2,885,14.7,68.9,15.8,2.4,885,45,5.08,1005,80,7.96,506616,1011
24660514,467,9284.3,470,12.8,72.3,14.9,2.4,470,15,3.19,420,45,10.71,530394,715
24660515,912,39141.6,915,3.3,19.7,76.5,1.4,910,35,3.85,760,0,0.00,258874,1695
24660516,1437,26174.9,1435,25.4,66.9,8,2.4,1440,95,6.60,1320,0,0.00,176021,778
24660517,1013,8933,1015,19.2,62.1,18.7,2.3,1015,60,5.91,995,0,0.00,315098,743
24660518,1065,15000,1065,19.7,63.4,16.9,2.7,1065,95,8.92,1010,125,12.38,323117,885
24660525,587,12410.1,590,26.3,66.9,5.9,2.8,590,55,9.32,545,0,0.00,0,778
24660526,739,10221.3,735,21.1,63.9,15,3.2,735,30,4.08,750,0,0.00,550301,1121
24660530,647,11022.1,645,20.9,63.6,15.5,3.2,645,30,4.65,580,15,2.59,529385,1079
24660533,528,17837.8,530,22.6,62.3,15.1,2.6,525,30,5.71,500,0,0.00,0,895
24660536,1725,16698.9,1725,20.3,63.2,16.5,2.5,1725,65,3.77,1700,170,10.00,410512,1028
24660537,993,30743,990,24.2,67.7,8.6,2.3,990,75,7.58,935,30,3.21,0,749
24660538,500,28089.9,500,29,67,4,2.9,500,35,7.00,575,0,0.00,0,752
24660539,667,8857.9,670,20.1,64.9,14.2,3.2,670,25,3.73,740,15,2.03,563286,1041
24660540,1115,9237.8,1115,23.3,66.8,10.3,2.6,1115,90,8.07,1185,0,0.00,0,849
24660541,571,5923.2,570,16.7,64.9,18.4,2.9,570,25,4.39,530,45,8.49,506405,950
24660542,439,5433.2,435,12.6,64.4,24.1,2.8,440,30,6.82,435,30,6.90,447909,1216
24660543,523,6713.7,520,18.3,67.3,14.4,2.8,520,10,1.92,495,45,9.09,450924,847
24660544,517,6430.3,515,16.5,65,19.4,2.6,520,25,4.81,495,35,7.07,424809,763
24660545,737,7629.4,735,19,66.7,15,2.5,735,40,5.44,750,50,6.67,470489,851
24660546,1010,9042.1,1010,7.4,33.7,59.4,2.3,560,25,4.46,575,75,13.04,339078,829
24660547,723,5863.7,720,10.4,46.5,43.1,1.9,725,35,4.83,485,100,20.62,0,787
24660548,580,9006.2,580,13.8,74.1,11.2,1.9,580,35,6.03,585,90,15.38,318204,880
24660550,472,4107.9,470,17,67,17,2.7,475,40,8.42,440,95,21.59,350604,865
24660551,421,19581.4,420,21.4,70.2,7.1,2.8,425,25,5.88,475,30,6.32,0,845
24660552,706,27578.1,705,28.4,66.7,5,2.9,710,55,7.75,770,45,5.84,0,846
24660555,612,12644.6,615,24.4,67.5,8.1,3.5,610,75,12.30,600,155,25.83,311762,821
24660556,1082,10140.6,1085,25.3,67.3,7.4,2.9,1080,65,6.02,1040,115,11.06,365321,856
24660557,593,22720.3,590,28.8,66.9,3.4,3.1,595,25,4.20,585,30,5.13,0,863
24660558,660,8979.6,660,27.3,66.7,5.3,2.9,660,50,7.58,625,95,15.20,0,755
24660560,527,3900.8,525,20,64.8,16.2,3.1,530,10,1.89,500,10,2.00,443361,0
24660561,633,5533.2,635,23.6,61.4,15,3,630,20,3.17,620,60,9.68,460923,635
24660562,626,12880.7,625,25.6,63.2,12,2.8,625,25,4.00,630,15,2.38,418699,537
24660563,573,4956.7,570,21.1,64,15.8,3,570,20,3.51,555,30,5.41,416134,593
24660564,608,5572.9,610,17.2,63.9,18,2.8,600,20,3.33,680,55,8.09,421482,725
24660565,946,5712.6,945,19.6,56.6,23.3,2.3,945,60,6.35,955,45,4.71,368699,973
24660566,578,3902.8,575,13.9,66.1,20.9,2.9,575,30,5.22,585,70,11.97,424724,804
24660567,523,10783.5,520,19.2,66.3,16.3,2.6,525,25,4.76,565,15,2.65,497365,852
24660568,593,10551.6,590,20.3,68.6,11.9,2.8,590,30,5.08,515,10,1.94,425469,851
24660569,477,8966.2,480,22.9,60.4,16.7,2.8,475,15,3.16,530,25,4.72,405089,832
24660570,508,22280.7,505,26.7,66.3,7.9,2.3,505,35,6.93,565,0,0.00,0,721
24660571,706,32237.4,710,26.1,68.3,4.9,2.2,710,40,5.63,685,0,0.00,105770,727
24660572,555,13214.3,555,33.3,62.2,4.5,2.6,555,25,4.50,545,0,0.00,0,688
24660576,534,15705.9,535,21.5,72,6.5,3.4,535,40,7.48,535,50,9.35,509877,947
24660577,428,7985.1,430,19.8,65.1,15.1,2.8,425,50,11.76,420,100,23.81,401140,783
24660578,847,4970.7,845,24.9,71.6,3.6,3.1,850,55,6.47,830,45,5.42,0,818
24660579,547,14097.9,545,27.5,66.1,5.5,3.3,550,15,2.73,605,0,0.00,0,873
24660580,317,4554.6,315,25.4,68.3,6.3,3.2,315,25,7.94,280,55,19.64,344148,838
24660581,735,5580.9,735,19,67.3,13.6,2.6,735,25,3.40,820,0,0.00,532525,989
24660582,848,11444,845,19.5,68,13,2.7,850,30,3.53,875,40,4.57,534802,915
24660583,867,10212,870,16.7,67.2,16.1,2.7,865,40,4.62,860,115,13.37,394227,854
24660584,527,5052.7,525,17.1,65.7,19,2.8,525,15,2.86,475,25,5.26,569232,815
24660585,826,4741.7,825,17.6,68.5,14.5,2.5,825,15,1.82,835,85,10.18,376124,818
24660586,500,7473.8,500,16,66,19,2.9,500,20,4.00,510,10,1.96,600261,1261
24660587,465,4432.8,465,17.2,61.3,21.5,2.8,465,10,2.15,470,60,12.77,485782,0
24660588,517,3861.1,515,20.4,59.2,20.4,3.4,520,10,1.92,550,0,0.00,550728,0
24660590,344,4636.1,345,15.9,59.4,26.1,3,340,5,1.47,330,0,0.00,469923,0
24660594,539,6326.3,540,20.4,61.1,18.5,3.1,540,15,2.78,500,10,2.00,471327,984
24660595,2145,3087.7,2145,15.4,64.3,20.3,2.3,2145,130,6.06,2065,530,25.67,324467,892
24660596,602,9901.3,600,20,71.7,8.3,2.9,605,30,4.96,575,40,6.96,510206,888
24660597,449,12168,450,21.1,66.7,11.1,2.7,450,45,10.00,415,140,33.73,420047,820
24660598,409,4539.4,410,17.1,65.9,17.1,2.6,410,20,4.88,410,15,3.66,500185,849
24660599,448,6274.5,450,15.6,68.9,15.6,2.6,445,10,2.25,450,10,2.22,598775,1054
24660600,589,5620.2,590,15.3,62.7,21.2,2,585,15,2.56,635,20,3.15,612990,786
